wordID,userID,condition,block,score
kans,R_1IWRIxws77royEa,NC,4,1
kans,R_1IWRIxws77royEa,NC,5,0
kans,R_1IWRIxws77royEa,NC,6,0
deur,R_1IWRIxws77royEa,C,4,1
deur,R_1IWRIxws77royEa,C,5,1
deur,R_1IWRIxws77royEa,C,6,0
geluk,R_1IWRIxws77royEa,C,4,0
geluk,R_1IWRIxws77royEa,C,5,1
geluk,R_1IWRIxws77royEa,C,6,1
katoen,R_1IWRIxws77royEa,C,4,1
katoen,R_1IWRIxws77royEa,C,5,0
katoen,R_1IWRIxws77royEa,C,6,1
ogen,R_1IWRIxws77royEa,C,4,1
ogen,R_1IWRIxws77royEa,C,5,1
ogen,R_1IWRIxws77royEa,C,6,1
minuut,R_1IWRIxws77royEa,C,4,0
minuut,R_1IWRIxws77royEa,C,5,1
minuut,R_1IWRIxws77royEa,C,6,1
bericht,R_1IWRIxws77royEa,NC,4,1
bericht,R_1IWRIxws77royEa,NC,5,0
bericht,R_1IWRIxws77royEa,NC,6,1
moeder,R_1IWRIxws77royEa,NC,4,1
moeder,R_1IWRIxws77royEa,NC,5,1
moeder,R_1IWRIxws77royEa,NC,6,1
verwachting,R_1IWRIxws77royEa,NC,4,1
verwachting,R_1IWRIxws77royEa,NC,5,1
verwachting,R_1IWRIxws77royEa,NC,6,1
manier,R_1IWRIxws77royEa,NC,4,1
manier,R_1IWRIxws77royEa,NC,5,0
manier,R_1IWRIxws77royEa,NC,6,0
gras,R_1IWRIxws77royEa,NC,4,1
gras,R_1IWRIxws77royEa,NC,5,1
gras,R_1IWRIxws77royEa,NC,6,1
energie,R_8k6IbhrKqeJep8d,C,1,0
energie,R_8k6IbhrKqeJep8d,C,2,0
energie,R_8k6IbhrKqeJep8d,C,3,0
moeder,R_8k6IbhrKqeJep8d,C,1,0
moeder,R_8k6IbhrKqeJep8d,C,2,0
moeder,R_8k6IbhrKqeJep8d,C,3,0
afbeelding,R_8k6IbhrKqeJep8d,C,1,1
afbeelding,R_8k6IbhrKqeJep8d,C,2,1
afbeelding,R_8k6IbhrKqeJep8d,C,3,1
bericht,R_8k6IbhrKqeJep8d,C,1,1
bericht,R_8k6IbhrKqeJep8d,C,2,0
bericht,R_8k6IbhrKqeJep8d,C,3,1
rest,R_8k6IbhrKqeJep8d,C,1,1
rest,R_8k6IbhrKqeJep8d,C,2,0
rest,R_8k6IbhrKqeJep8d,C,3,1
katoen,R_8k6IbhrKqeJep8d,NC,1,0
katoen,R_8k6IbhrKqeJep8d,NC,2,0
katoen,R_8k6IbhrKqeJep8d,NC,3,0
omstandigheden,R_8k6IbhrKqeJep8d,NC,1,1
omstandigheden,R_8k6IbhrKqeJep8d,NC,2,1
omstandigheden,R_8k6IbhrKqeJep8d,NC,3,1
badkamer,R_8k6IbhrKqeJep8d,NC,1,1
badkamer,R_8k6IbhrKqeJep8d,NC,2,1
badkamer,R_8k6IbhrKqeJep8d,NC,3,0
donderdag,R_8k6IbhrKqeJep8d,NC,1,1
donderdag,R_8k6IbhrKqeJep8d,NC,2,1
donderdag,R_8k6IbhrKqeJep8d,NC,3,1
suiker,R_8k6IbhrKqeJep8d,NC,1,0
suiker,R_8k6IbhrKqeJep8d,NC,2,0
suiker,R_8k6IbhrKqeJep8d,NC,3,1
klimaat,R_8k6IbhrKqeJep8d,C,1,0
klimaat,R_8k6IbhrKqeJep8d,C,2,1
klimaat,R_8k6IbhrKqeJep8d,C,3,1
trein,R_8k6IbhrKqeJep8d,C,1,1
trein,R_8k6IbhrKqeJep8d,C,2,0
trein,R_8k6IbhrKqeJep8d,C,3,1
gebed,R_8k6IbhrKqeJep8d,C,1,0
gebed,R_8k6IbhrKqeJep8d,C,2,1
gebed,R_8k6IbhrKqeJep8d,C,3,0
kans,R_8k6IbhrKqeJep8d,C,1,0
kans,R_8k6IbhrKqeJep8d,C,2,0
kans,R_8k6IbhrKqeJep8d,C,3,1
verwachting,R_8k6IbhrKqeJep8d,C,1,1
verwachting,R_8k6IbhrKqeJep8d,C,2,0
verwachting,R_8k6IbhrKqeJep8d,C,3,1
deur,R_8k6IbhrKqeJep8d,NC,1,0
deur,R_8k6IbhrKqeJep8d,NC,2,1
deur,R_8k6IbhrKqeJep8d,NC,3,0
burgemeester,R_8k6IbhrKqeJep8d,NC,1,0
burgemeester,R_8k6IbhrKqeJep8d,NC,2,1
burgemeester,R_8k6IbhrKqeJep8d,NC,3,1
schoonheidssalon,R_8k6IbhrKqeJep8d,NC,1,1
schoonheidssalon,R_8k6IbhrKqeJep8d,NC,2,0
schoonheidssalon,R_8k6IbhrKqeJep8d,NC,3,1
liefde,R_8k6IbhrKqeJep8d,NC,1,1
liefde,R_8k6IbhrKqeJep8d,NC,2,0
liefde,R_8k6IbhrKqeJep8d,NC,3,1
geluk,R_8k6IbhrKqeJep8d,NC,1,0
geluk,R_8k6IbhrKqeJep8d,NC,2,1
geluk,R_8k6IbhrKqeJep8d,NC,3,1
water,R_8k6IbhrKqeJep8d,C,1,1
water,R_8k6IbhrKqeJep8d,C,2,0
water,R_8k6IbhrKqeJep8d,C,3,0
vuur,R_8k6IbhrKqeJep8d,C,1,0
vuur,R_8k6IbhrKqeJep8d,C,2,0
vuur,R_8k6IbhrKqeJep8d,C,3,1
gras,R_8k6IbhrKqeJep8d,C,1,1
gras,R_8k6IbhrKqeJep8d,C,2,1
gras,R_8k6IbhrKqeJep8d,C,3,1
honing,R_8k6IbhrKqeJep8d,C,1,1
honing,R_8k6IbhrKqeJep8d,C,2,1
honing,R_8k6IbhrKqeJep8d,C,3,1
manier,R_8k6IbhrKqeJep8d,C,1,0
manier,R_8k6IbhrKqeJep8d,C,2,1
manier,R_8k6IbhrKqeJep8d,C,3,1
minuut,R_8k6IbhrKqeJep8d,NC,1,1
minuut,R_8k6IbhrKqeJep8d,NC,2,0
minuut,R_8k6IbhrKqeJep8d,NC,3,1
inhoud,R_8k6IbhrKqeJep8d,NC,1,0
inhoud,R_8k6IbhrKqeJep8d,NC,2,0
inhoud,R_8k6IbhrKqeJep8d,NC,3,0
baas,R_8k6IbhrKqeJep8d,NC,1,1
baas,R_8k6IbhrKqeJep8d,NC,2,1
baas,R_8k6IbhrKqeJep8d,NC,3,1
ogen,R_8k6IbhrKqeJep8d,NC,1,1
ogen,R_8k6IbhrKqeJep8d,NC,2,0
ogen,R_8k6IbhrKqeJep8d,NC,3,1
dinsdag,R_8k6IbhrKqeJep8d,NC,1,0
dinsdag,R_8k6IbhrKqeJep8d,NC,2,1
dinsdag,R_8k6IbhrKqeJep8d,NC,3,1
energie,R_8k6IbhrKqeJep8d,C,4,1
energie,R_8k6IbhrKqeJep8d,C,5,0
energie,R_8k6IbhrKqeJep8d,C,6,1
moeder,R_8k6IbhrKqeJep8d,C,4,0
moeder,R_8k6IbhrKqeJep8d,C,5,0
moeder,R_8k6IbhrKqeJep8d,C,6,1
afbeelding,R_8k6IbhrKqeJep8d,C,4,1
afbeelding,R_8k6IbhrKqeJep8d,C,5,0
afbeelding,R_8k6IbhrKqeJep8d,C,6,0
bericht,R_8k6IbhrKqeJep8d,C,4,0
bericht,R_8k6IbhrKqeJep8d,C,5,1
bericht,R_8k6IbhrKqeJep8d,C,6,0
rest,R_8k6IbhrKqeJep8d,C,4,0
rest,R_8k6IbhrKqeJep8d,C,5,0
rest,R_8k6IbhrKqeJep8d,C,6,0
katoen,R_8k6IbhrKqeJep8d,NC,4,0
katoen,R_8k6IbhrKqeJep8d,NC,5,0
katoen,R_8k6IbhrKqeJep8d,NC,6,0
omstandigheden,R_8k6IbhrKqeJep8d,NC,4,1
omstandigheden,R_8k6IbhrKqeJep8d,NC,5,0
omstandigheden,R_8k6IbhrKqeJep8d,NC,6,0
badkamer,R_8k6IbhrKqeJep8d,NC,4,1
badkamer,R_8k6IbhrKqeJep8d,NC,5,1
badkamer,R_8k6IbhrKqeJep8d,NC,6,0
donderdag,R_8k6IbhrKqeJep8d,NC,4,0
donderdag,R_8k6IbhrKqeJep8d,NC,5,1
donderdag,R_8k6IbhrKqeJep8d,NC,6,0
suiker,R_8k6IbhrKqeJep8d,NC,4,0
suiker,R_8k6IbhrKqeJep8d,NC,5,1
suiker,R_8k6IbhrKqeJep8d,NC,6,0
klimaat,R_8k6IbhrKqeJep8d,C,4,0
klimaat,R_8k6IbhrKqeJep8d,C,5,0
klimaat,R_8k6IbhrKqeJep8d,C,6,0
trein,R_8k6IbhrKqeJep8d,C,4,0
trein,R_8k6IbhrKqeJep8d,C,5,0
trein,R_8k6IbhrKqeJep8d,C,6,0
gebed,R_8k6IbhrKqeJep8d,C,4,1
gebed,R_8k6IbhrKqeJep8d,C,5,1
gebed,R_8k6IbhrKqeJep8d,C,6,1
kans,R_8k6IbhrKqeJep8d,C,4,1
kans,R_8k6IbhrKqeJep8d,C,5,0
kans,R_8k6IbhrKqeJep8d,C,6,0
verwachting,R_8k6IbhrKqeJep8d,C,4,1
verwachting,R_8k6IbhrKqeJep8d,C,5,0
verwachting,R_8k6IbhrKqeJep8d,C,6,1
deur,R_8k6IbhrKqeJep8d,NC,4,1
deur,R_8k6IbhrKqeJep8d,NC,5,1
deur,R_8k6IbhrKqeJep8d,NC,6,0
burgemeester,R_8k6IbhrKqeJep8d,NC,4,1
burgemeester,R_8k6IbhrKqeJep8d,NC,5,1
burgemeester,R_8k6IbhrKqeJep8d,NC,6,1
schoonheidssalon,R_8k6IbhrKqeJep8d,NC,4,1
schoonheidssalon,R_8k6IbhrKqeJep8d,NC,5,1
schoonheidssalon,R_8k6IbhrKqeJep8d,NC,6,0
liefde,R_8k6IbhrKqeJep8d,NC,4,1
liefde,R_8k6IbhrKqeJep8d,NC,5,1
liefde,R_8k6IbhrKqeJep8d,NC,6,0
geluk,R_8k6IbhrKqeJep8d,NC,4,0
geluk,R_8k6IbhrKqeJep8d,NC,5,0
geluk,R_8k6IbhrKqeJep8d,NC,6,1
water,R_8k6IbhrKqeJep8d,C,4,0
water,R_8k6IbhrKqeJep8d,C,5,0
water,R_8k6IbhrKqeJep8d,C,6,0
vuur,R_8k6IbhrKqeJep8d,C,4,0
vuur,R_8k6IbhrKqeJep8d,C,5,0
vuur,R_8k6IbhrKqeJep8d,C,6,1
gras,R_8k6IbhrKqeJep8d,C,4,1
gras,R_8k6IbhrKqeJep8d,C,5,1
gras,R_8k6IbhrKqeJep8d,C,6,1
honing,R_8k6IbhrKqeJep8d,C,4,1
honing,R_8k6IbhrKqeJep8d,C,5,0
honing,R_8k6IbhrKqeJep8d,C,6,1
manier,R_8k6IbhrKqeJep8d,C,4,0
manier,R_8k6IbhrKqeJep8d,C,5,1
manier,R_8k6IbhrKqeJep8d,C,6,0
minuut,R_8k6IbhrKqeJep8d,NC,4,1
minuut,R_8k6IbhrKqeJep8d,NC,5,0
minuut,R_8k6IbhrKqeJep8d,NC,6,0
inhoud,R_8k6IbhrKqeJep8d,NC,4,1
inhoud,R_8k6IbhrKqeJep8d,NC,5,0
inhoud,R_8k6IbhrKqeJep8d,NC,6,0
baas,R_8k6IbhrKqeJep8d,NC,4,1
baas,R_8k6IbhrKqeJep8d,NC,5,1
baas,R_8k6IbhrKqeJep8d,NC,6,0
ogen,R_8k6IbhrKqeJep8d,NC,4,1
ogen,R_8k6IbhrKqeJep8d,NC,5,1
ogen,R_8k6IbhrKqeJep8d,NC,6,0
dinsdag,R_8k6IbhrKqeJep8d,NC,4,0
dinsdag,R_8k6IbhrKqeJep8d,NC,5,0
dinsdag,R_8k6IbhrKqeJep8d,NC,6,0
inhoud,R_WfGcazrgKzmwljj,C,1,1
inhoud,R_WfGcazrgKzmwljj,C,2,0
inhoud,R_WfGcazrgKzmwljj,C,3,1
donderdag,R_WfGcazrgKzmwljj,C,1,0
donderdag,R_WfGcazrgKzmwljj,C,2,0
donderdag,R_WfGcazrgKzmwljj,C,3,1
dinsdag,R_WfGcazrgKzmwljj,C,1,1
dinsdag,R_WfGcazrgKzmwljj,C,2,1
dinsdag,R_WfGcazrgKzmwljj,C,3,1
schoonheidssalon,R_WfGcazrgKzmwljj,C,1,1
schoonheidssalon,R_WfGcazrgKzmwljj,C,2,0
schoonheidssalon,R_WfGcazrgKzmwljj,C,3,1
badkamer,R_WfGcazrgKzmwljj,C,1,0
badkamer,R_WfGcazrgKzmwljj,C,2,0
badkamer,R_WfGcazrgKzmwljj,C,3,0
rest,R_WfGcazrgKzmwljj,NC,1,0
rest,R_WfGcazrgKzmwljj,NC,2,0
rest,R_WfGcazrgKzmwljj,NC,3,1
klimaat,R_WfGcazrgKzmwljj,NC,1,0
klimaat,R_WfGcazrgKzmwljj,NC,2,0
klimaat,R_WfGcazrgKzmwljj,NC,3,1
vuur,R_WfGcazrgKzmwljj,NC,1,0
vuur,R_WfGcazrgKzmwljj,NC,2,1
vuur,R_WfGcazrgKzmwljj,NC,3,1
gebed,R_WfGcazrgKzmwljj,NC,1,1
gebed,R_WfGcazrgKzmwljj,NC,2,0
gebed,R_WfGcazrgKzmwljj,NC,3,1
energie,R_WfGcazrgKzmwljj,NC,1,1
energie,R_WfGcazrgKzmwljj,NC,2,1
energie,R_WfGcazrgKzmwljj,NC,3,0
omstandigheden,R_WfGcazrgKzmwljj,C,1,0
omstandigheden,R_WfGcazrgKzmwljj,C,2,1
omstandigheden,R_WfGcazrgKzmwljj,C,3,1
liefde,R_WfGcazrgKzmwljj,C,1,1
liefde,R_WfGcazrgKzmwljj,C,2,1
liefde,R_WfGcazrgKzmwljj,C,3,1
baas,R_WfGcazrgKzmwljj,C,1,0
baas,R_WfGcazrgKzmwljj,C,2,1
baas,R_WfGcazrgKzmwljj,C,3,1
burgemeester,R_WfGcazrgKzmwljj,C,1,0
burgemeester,R_WfGcazrgKzmwljj,C,2,0
burgemeester,R_WfGcazrgKzmwljj,C,3,1
suiker,R_WfGcazrgKzmwljj,C,1,0
suiker,R_WfGcazrgKzmwljj,C,2,0
suiker,R_WfGcazrgKzmwljj,C,3,1
afbeelding,R_WfGcazrgKzmwljj,NC,1,0
afbeelding,R_WfGcazrgKzmwljj,NC,2,1
afbeelding,R_WfGcazrgKzmwljj,NC,3,1
water,R_WfGcazrgKzmwljj,NC,1,1
water,R_WfGcazrgKzmwljj,NC,2,1
water,R_WfGcazrgKzmwljj,NC,3,1
trein,R_WfGcazrgKzmwljj,NC,1,0
trein,R_WfGcazrgKzmwljj,NC,2,1
trein,R_WfGcazrgKzmwljj,NC,3,1
honing,R_WfGcazrgKzmwljj,NC,1,1
honing,R_WfGcazrgKzmwljj,NC,2,1
honing,R_WfGcazrgKzmwljj,NC,3,1
kans,R_WfGcazrgKzmwljj,NC,1,0
kans,R_WfGcazrgKzmwljj,NC,2,0
kans,R_WfGcazrgKzmwljj,NC,3,0
deur,R_WfGcazrgKzmwljj,C,1,0
deur,R_WfGcazrgKzmwljj,C,2,1
deur,R_WfGcazrgKzmwljj,C,3,1
geluk,R_WfGcazrgKzmwljj,C,1,1
geluk,R_WfGcazrgKzmwljj,C,2,1
geluk,R_WfGcazrgKzmwljj,C,3,1
katoen,R_WfGcazrgKzmwljj,C,1,0
katoen,R_WfGcazrgKzmwljj,C,2,1
katoen,R_WfGcazrgKzmwljj,C,3,1
ogen,R_WfGcazrgKzmwljj,C,1,0
ogen,R_WfGcazrgKzmwljj,C,2,0
ogen,R_WfGcazrgKzmwljj,C,3,1
minuut,R_WfGcazrgKzmwljj,C,1,0
minuut,R_WfGcazrgKzmwljj,C,2,1
minuut,R_WfGcazrgKzmwljj,C,3,0
bericht,R_WfGcazrgKzmwljj,NC,1,1
bericht,R_WfGcazrgKzmwljj,NC,2,0
bericht,R_WfGcazrgKzmwljj,NC,3,1
moeder,R_WfGcazrgKzmwljj,NC,1,1
moeder,R_WfGcazrgKzmwljj,NC,2,1
moeder,R_WfGcazrgKzmwljj,NC,3,1
verwachting,R_WfGcazrgKzmwljj,NC,1,0
verwachting,R_WfGcazrgKzmwljj,NC,2,1
verwachting,R_WfGcazrgKzmwljj,NC,3,1
manier,R_WfGcazrgKzmwljj,NC,1,0
manier,R_WfGcazrgKzmwljj,NC,2,0
manier,R_WfGcazrgKzmwljj,NC,3,0
gras,R_WfGcazrgKzmwljj,NC,1,1
gras,R_WfGcazrgKzmwljj,NC,2,1
gras,R_WfGcazrgKzmwljj,NC,3,1
inhoud,R_WfGcazrgKzmwljj,C,4,1
inhoud,R_WfGcazrgKzmwljj,C,5,1
inhoud,R_WfGcazrgKzmwljj,C,6,1
donderdag,R_WfGcazrgKzmwljj,C,4,0
donderdag,R_WfGcazrgKzmwljj,C,5,0
donderdag,R_WfGcazrgKzmwljj,C,6,1
dinsdag,R_WfGcazrgKzmwljj,C,4,1
dinsdag,R_WfGcazrgKzmwljj,C,5,1
dinsdag,R_WfGcazrgKzmwljj,C,6,1
schoonheidssalon,R_WfGcazrgKzmwljj,C,4,1
schoonheidssalon,R_WfGcazrgKzmwljj,C,5,0
schoonheidssalon,R_WfGcazrgKzmwljj,C,6,1
badkamer,R_WfGcazrgKzmwljj,C,4,1
badkamer,R_WfGcazrgKzmwljj,C,5,0
badkamer,R_WfGcazrgKzmwljj,C,6,1
rest,R_WfGcazrgKzmwljj,NC,4,1
rest,R_WfGcazrgKzmwljj,NC,5,1
rest,R_WfGcazrgKzmwljj,NC,6,1
klimaat,R_WfGcazrgKzmwljj,NC,4,0
klimaat,R_WfGcazrgKzmwljj,NC,5,1
klimaat,R_WfGcazrgKzmwljj,NC,6,1
vuur,R_WfGcazrgKzmwljj,NC,4,1
vuur,R_WfGcazrgKzmwljj,NC,5,1
vuur,R_WfGcazrgKzmwljj,NC,6,1
gebed,R_WfGcazrgKzmwljj,NC,4,1
gebed,R_WfGcazrgKzmwljj,NC,5,1
gebed,R_WfGcazrgKzmwljj,NC,6,1
energie,R_WfGcazrgKzmwljj,NC,4,1
energie,R_WfGcazrgKzmwljj,NC,5,1
energie,R_WfGcazrgKzmwljj,NC,6,1
omstandigheden,R_WfGcazrgKzmwljj,C,4,0
omstandigheden,R_WfGcazrgKzmwljj,C,5,1
omstandigheden,R_WfGcazrgKzmwljj,C,6,1
liefde,R_WfGcazrgKzmwljj,C,4,1
liefde,R_WfGcazrgKzmwljj,C,5,1
liefde,R_WfGcazrgKzmwljj,C,6,1
baas,R_WfGcazrgKzmwljj,C,4,1
baas,R_WfGcazrgKzmwljj,C,5,1
baas,R_WfGcazrgKzmwljj,C,6,1
burgemeester,R_WfGcazrgKzmwljj,C,4,1
burgemeester,R_WfGcazrgKzmwljj,C,5,1
burgemeester,R_WfGcazrgKzmwljj,C,6,1
suiker,R_WfGcazrgKzmwljj,C,4,1
suiker,R_WfGcazrgKzmwljj,C,5,1
suiker,R_WfGcazrgKzmwljj,C,6,1
afbeelding,R_WfGcazrgKzmwljj,NC,4,1
afbeelding,R_WfGcazrgKzmwljj,NC,5,1
afbeelding,R_WfGcazrgKzmwljj,NC,6,1
water,R_WfGcazrgKzmwljj,NC,4,1
water,R_WfGcazrgKzmwljj,NC,5,1
water,R_WfGcazrgKzmwljj,NC,6,1
trein,R_WfGcazrgKzmwljj,NC,4,1
trein,R_WfGcazrgKzmwljj,NC,5,1
trein,R_WfGcazrgKzmwljj,NC,6,1
honing,R_WfGcazrgKzmwljj,NC,4,1
honing,R_WfGcazrgKzmwljj,NC,5,1
honing,R_WfGcazrgKzmwljj,NC,6,1
kans,R_WfGcazrgKzmwljj,NC,4,0
kans,R_WfGcazrgKzmwljj,NC,5,1
kans,R_WfGcazrgKzmwljj,NC,6,1
deur,R_WfGcazrgKzmwljj,C,4,1
deur,R_WfGcazrgKzmwljj,C,5,1
deur,R_WfGcazrgKzmwljj,C,6,1
geluk,R_WfGcazrgKzmwljj,C,4,1
geluk,R_WfGcazrgKzmwljj,C,5,1
geluk,R_WfGcazrgKzmwljj,C,6,1
katoen,R_WfGcazrgKzmwljj,C,4,1
katoen,R_WfGcazrgKzmwljj,C,5,1
katoen,R_WfGcazrgKzmwljj,C,6,1
ogen,R_WfGcazrgKzmwljj,C,4,1
ogen,R_WfGcazrgKzmwljj,C,5,1
ogen,R_WfGcazrgKzmwljj,C,6,1
minuut,R_WfGcazrgKzmwljj,C,4,1
minuut,R_WfGcazrgKzmwljj,C,5,1
minuut,R_WfGcazrgKzmwljj,C,6,1
bericht,R_WfGcazrgKzmwljj,NC,4,1
bericht,R_WfGcazrgKzmwljj,NC,5,1
bericht,R_WfGcazrgKzmwljj,NC,6,1
moeder,R_WfGcazrgKzmwljj,NC,4,1
moeder,R_WfGcazrgKzmwljj,NC,5,1
moeder,R_WfGcazrgKzmwljj,NC,6,1
verwachting,R_WfGcazrgKzmwljj,NC,4,1
verwachting,R_WfGcazrgKzmwljj,NC,5,1
verwachting,R_WfGcazrgKzmwljj,NC,6,1
manier,R_WfGcazrgKzmwljj,NC,4,0
manier,R_WfGcazrgKzmwljj,NC,5,1
manier,R_WfGcazrgKzmwljj,NC,6,1
gras,R_WfGcazrgKzmwljj,NC,4,1
gras,R_WfGcazrgKzmwljj,NC,5,1
gras,R_WfGcazrgKzmwljj,NC,6,1
energie,R_11c2N6yEMPJ255u,C,1,0
energie,R_11c2N6yEMPJ255u,C,2,0
energie,R_11c2N6yEMPJ255u,C,3,0
moeder,R_11c2N6yEMPJ255u,C,1,0
moeder,R_11c2N6yEMPJ255u,C,2,0
moeder,R_11c2N6yEMPJ255u,C,3,0
afbeelding,R_11c2N6yEMPJ255u,C,1,1
afbeelding,R_11c2N6yEMPJ255u,C,2,0
afbeelding,R_11c2N6yEMPJ255u,C,3,1
bericht,R_11c2N6yEMPJ255u,C,1,0
bericht,R_11c2N6yEMPJ255u,C,2,1
bericht,R_11c2N6yEMPJ255u,C,3,0
rest,R_11c2N6yEMPJ255u,C,1,1
rest,R_11c2N6yEMPJ255u,C,2,1
rest,R_11c2N6yEMPJ255u,C,3,0
katoen,R_11c2N6yEMPJ255u,NC,1,0
katoen,R_11c2N6yEMPJ255u,NC,2,0
katoen,R_11c2N6yEMPJ255u,NC,3,1
omstandigheden,R_11c2N6yEMPJ255u,NC,1,1
omstandigheden,R_11c2N6yEMPJ255u,NC,2,0
omstandigheden,R_11c2N6yEMPJ255u,NC,3,1
badkamer,R_11c2N6yEMPJ255u,NC,1,1
badkamer,R_11c2N6yEMPJ255u,NC,2,0
badkamer,R_11c2N6yEMPJ255u,NC,3,0
donderdag,R_11c2N6yEMPJ255u,NC,1,0
donderdag,R_11c2N6yEMPJ255u,NC,2,0
donderdag,R_11c2N6yEMPJ255u,NC,3,1
suiker,R_11c2N6yEMPJ255u,NC,1,0
suiker,R_11c2N6yEMPJ255u,NC,2,1
suiker,R_11c2N6yEMPJ255u,NC,3,0
klimaat,R_11c2N6yEMPJ255u,C,1,1
klimaat,R_11c2N6yEMPJ255u,C,2,0
klimaat,R_11c2N6yEMPJ255u,C,3,0
trein,R_11c2N6yEMPJ255u,C,1,0
trein,R_11c2N6yEMPJ255u,C,2,0
trein,R_11c2N6yEMPJ255u,C,3,1
gebed,R_11c2N6yEMPJ255u,C,1,0
gebed,R_11c2N6yEMPJ255u,C,2,0
gebed,R_11c2N6yEMPJ255u,C,3,1
kans,R_11c2N6yEMPJ255u,C,1,1
kans,R_11c2N6yEMPJ255u,C,2,0
kans,R_11c2N6yEMPJ255u,C,3,0
verwachting,R_11c2N6yEMPJ255u,C,1,1
verwachting,R_11c2N6yEMPJ255u,C,2,1
verwachting,R_11c2N6yEMPJ255u,C,3,1
deur,R_11c2N6yEMPJ255u,NC,1,1
deur,R_11c2N6yEMPJ255u,NC,2,1
deur,R_11c2N6yEMPJ255u,NC,3,1
burgemeester,R_11c2N6yEMPJ255u,NC,1,1
burgemeester,R_11c2N6yEMPJ255u,NC,2,0
burgemeester,R_11c2N6yEMPJ255u,NC,3,1
schoonheidssalon,R_11c2N6yEMPJ255u,NC,1,0
schoonheidssalon,R_11c2N6yEMPJ255u,NC,2,1
schoonheidssalon,R_11c2N6yEMPJ255u,NC,3,1
liefde,R_11c2N6yEMPJ255u,NC,1,1
liefde,R_11c2N6yEMPJ255u,NC,2,1
liefde,R_11c2N6yEMPJ255u,NC,3,0
geluk,R_11c2N6yEMPJ255u,NC,1,0
geluk,R_11c2N6yEMPJ255u,NC,2,1
geluk,R_11c2N6yEMPJ255u,NC,3,1
water,R_11c2N6yEMPJ255u,C,1,0
water,R_11c2N6yEMPJ255u,C,2,1
water,R_11c2N6yEMPJ255u,C,3,1
vuur,R_11c2N6yEMPJ255u,C,1,0
vuur,R_11c2N6yEMPJ255u,C,2,0
vuur,R_11c2N6yEMPJ255u,C,3,1
gras,R_11c2N6yEMPJ255u,C,1,0
gras,R_11c2N6yEMPJ255u,C,2,1
gras,R_11c2N6yEMPJ255u,C,3,1
honing,R_11c2N6yEMPJ255u,C,1,1
honing,R_11c2N6yEMPJ255u,C,2,0
honing,R_11c2N6yEMPJ255u,C,3,1
manier,R_11c2N6yEMPJ255u,C,1,1
manier,R_11c2N6yEMPJ255u,C,2,1
manier,R_11c2N6yEMPJ255u,C,3,1
minuut,R_11c2N6yEMPJ255u,NC,1,0
minuut,R_11c2N6yEMPJ255u,NC,2,0
minuut,R_11c2N6yEMPJ255u,NC,3,1
inhoud,R_11c2N6yEMPJ255u,NC,1,0
inhoud,R_11c2N6yEMPJ255u,NC,2,1
inhoud,R_11c2N6yEMPJ255u,NC,3,1
baas,R_11c2N6yEMPJ255u,NC,1,0
baas,R_11c2N6yEMPJ255u,NC,2,1
baas,R_11c2N6yEMPJ255u,NC,3,1
ogen,R_11c2N6yEMPJ255u,NC,1,0
ogen,R_11c2N6yEMPJ255u,NC,2,0
ogen,R_11c2N6yEMPJ255u,NC,3,1
dinsdag,R_11c2N6yEMPJ255u,NC,1,0
dinsdag,R_11c2N6yEMPJ255u,NC,2,1
dinsdag,R_11c2N6yEMPJ255u,NC,3,1
energie,R_11c2N6yEMPJ255u,C,4,1
energie,R_11c2N6yEMPJ255u,C,5,1
energie,R_11c2N6yEMPJ255u,C,6,0
moeder,R_11c2N6yEMPJ255u,C,4,1
moeder,R_11c2N6yEMPJ255u,C,5,1
moeder,R_11c2N6yEMPJ255u,C,6,1
afbeelding,R_11c2N6yEMPJ255u,C,4,1
afbeelding,R_11c2N6yEMPJ255u,C,5,0
afbeelding,R_11c2N6yEMPJ255u,C,6,0
bericht,R_11c2N6yEMPJ255u,C,4,0
bericht,R_11c2N6yEMPJ255u,C,5,0
bericht,R_11c2N6yEMPJ255u,C,6,1
rest,R_11c2N6yEMPJ255u,C,4,1
rest,R_11c2N6yEMPJ255u,C,5,0
rest,R_11c2N6yEMPJ255u,C,6,1
katoen,R_11c2N6yEMPJ255u,NC,4,1
katoen,R_11c2N6yEMPJ255u,NC,5,1
katoen,R_11c2N6yEMPJ255u,NC,6,1
omstandigheden,R_11c2N6yEMPJ255u,NC,4,1
omstandigheden,R_11c2N6yEMPJ255u,NC,5,1
omstandigheden,R_11c2N6yEMPJ255u,NC,6,0
badkamer,R_11c2N6yEMPJ255u,NC,4,0
badkamer,R_11c2N6yEMPJ255u,NC,5,1
badkamer,R_11c2N6yEMPJ255u,NC,6,1
donderdag,R_11c2N6yEMPJ255u,NC,4,0
donderdag,R_11c2N6yEMPJ255u,NC,5,1
donderdag,R_11c2N6yEMPJ255u,NC,6,1
suiker,R_11c2N6yEMPJ255u,NC,4,0
suiker,R_11c2N6yEMPJ255u,NC,5,0
suiker,R_11c2N6yEMPJ255u,NC,6,1
klimaat,R_11c2N6yEMPJ255u,C,4,1
klimaat,R_11c2N6yEMPJ255u,C,5,1
klimaat,R_11c2N6yEMPJ255u,C,6,1
trein,R_11c2N6yEMPJ255u,C,4,1
trein,R_11c2N6yEMPJ255u,C,5,1
